,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,target,to_Coupon,coupon_freq,occupation_class
1864,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,1~3,never,less1,4~8,never,1,0,0,1,1,less1,High_Acceptance
953,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,21,Married partner,0,Bachelors degree,Architecture & Engineering,$75000 - $87499,less1,less1,1~3,4~8,less1,0,0,0,1,0,less1,High_Acceptance
7565,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,1,1,never,High_Acceptance
5802,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Unmarried partner,1,Bachelors degree,Management,$25000 - $37499,4~8,less1,1~3,4~8,1~3,0,0,1,0,0,less1,Medium_Acceptance
2970,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,never,less1,4~8,less1,less1,0,0,0,0,0,less1,Medium_Acceptance
11184,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,never,gt8,gt8,gt8,less1,0,0,1,0,0,gt8,Low_Acceptance
3349,Work,Alone,Sunny,55,7AM,Bar,1d,Male,46,Unmarried partner,1,Bachelors degree,Business & Financial,$62500 - $74999,never,less1,4~8,1~3,never,1,1,0,0,2,never,Medium_Acceptance
11960,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,less1,1~3,1~3,1~3,less1,0,0,0,1,0,1~3,Low_Acceptance
2764,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$50000 - $62499,never,never,less1,less1,less1,1,0,0,1,1,less1,Low_Acceptance
9291,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,1,0,1,1,1,1~3,High_Acceptance
10926,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,less1,less1,less1,0,0,0,0,0,less1,Medium_Acceptance
8119,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,41,Married partner,1,Associates degree,Education&Training&Library,$62500 - $74999,never,less1,less1,less1,less1,1,0,0,1,1,less1,Low_Acceptance
3018,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1,1,0,0,0,1,less1,Medium_Acceptance
6876,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Unemployed,$12500 - $24999,never,4~8,1~3,1~3,never,1,0,0,1,1,4~8,Medium_Low_Acceptance
3432,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Single,0,Associates degree,Office & Administrative Support,$37500 - $49999,4~8,less1,1~3,4~8,1~3,1,0,0,0,1,less1,Medium_High_Acceptance
2100,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,4~8,1~3,gt8,4~8,1~3,1,0,0,1,1,1~3,Medium_Low_Acceptance
1671,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Unmarried partner,1,Bachelors degree,Personal Care & Service,$100000 or More,gt8,never,1~3,4~8,1~3,1,1,0,0,2,never,Medium_Low_Acceptance
9236,Home,Alone,Rainy,55,6PM,Bar,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,1,0,1,2,1~3,Medium_High_Acceptance
1192,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,gt8,4~8,gt8,4~8,0,0,0,0,0,gt8,Medium_Acceptance
11708,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,never,gt8,4~8,1~3,less1,0,0,1,0,0,less1,Medium_Low_Acceptance
10642,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,1~3,1,0,0,1,1,1~3,Medium_High_Acceptance
3978,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,0,less1,Medium_Acceptance
2550,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,26,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,4~8,4~8,4~8,4~8,less1,0,0,0,1,0,4~8,Medium_High_Acceptance
5607,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,never,less1,gt8,1~3,never,0,0,1,1,0,gt8,Medium_High_Acceptance
8352,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,4~8,1~3,0,0,0,1,0,1~3,Medium_Low_Acceptance
1210,Work,Alone,Sunny,55,7AM,Bar,1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,1~3,less1,4~8,4~8,less1,1,1,0,1,2,1~3,Medium_Low_Acceptance
6759,No Urgent Place,Friend(s),Rainy,55,6PM,Restaurant(<20),2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,1~3,0,0,0,1,0,4~8,Low_Acceptance
7214,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,2,1~3,Low_Acceptance
8892,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,0,1,1,4~8,Medium_Acceptance
437,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,1,1,less1,Medium_Acceptance
7594,Home,Alone,Sunny,80,6PM,Bar,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,0,0,1,0,0,less1,Medium_Acceptance
3593,Home,Alone,Sunny,55,6PM,Bar,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Management,$100000 or More,less1,4~8,gt8,gt8,1~3,0,0,1,1,0,less1,Medium_Acceptance
6225,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$62500 - $74999,less1,less1,1~3,1~3,less1,0,0,1,0,0,less1,Low_Acceptance
2887,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$50000 - $62499,never,1~3,4~8,1~3,1~3,0,0,0,1,0,1~3,Low_Acceptance
892,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Office & Administrative Support,$37500 - $49999,1~3,less1,4~8,1~3,less1,0,0,0,0,0,less1,Medium_High_Acceptance
8927,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,less1,less1,4~8,less1,1,0,0,0,1,less1,Medium_Low_Acceptance
1195,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,1~3,less1,4~8,4~8,less1,0,0,0,0,0,less1,Medium_Low_Acceptance
4550,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Female,31,Married partner,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,1~3,1~3,4~8,1~3,less1,1,0,0,1,1,1~3,Medium_High_Acceptance
10576,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less1,4~8,4~8,gt8,1~3,0,0,0,0,0,4~8,Medium_Low_Acceptance
6064,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Single,1,High School Graduate,Unemployed,Less than $12500,less1,less1,4~8,1~3,never,1,0,1,0,1,less1,Medium_Low_Acceptance
2691,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,less1,1~3,1~3,4~8,less1,0,0,0,1,0,1~3,Low_Acceptance
5862,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$50000 - $62499,less1,less1,less1,gt8,less1,0,0,1,0,0,less1,Low_Acceptance
1937,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,31,Single,0,Bachelors degree,Transportation & Material Moving,$25000 - $37499,less1,1~3,4~8,gt8,less1,1,0,0,0,1,less1,Medium_High_Acceptance
5246,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less1,less1,1~3,less1,never,0,0,0,1,0,less1,Low_Acceptance
7675,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,0,1,1,1,1~3,High_Acceptance
3230,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,0,0,0,1,0,never,High_Acceptance
2263,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,21,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$50000 - $62499,never,never,1~3,less1,never,1,0,0,0,1,never,Medium_Acceptance
4371,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never,1,0,0,1,1,4~8,Medium_High_Acceptance
12531,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,21,Unmarried partner,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,1~3,never,gt8,4~8,1~3,0,0,0,0,0,4~8,Medium_Acceptance
7473,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,31,Unmarried partner,1,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,never,never,less1,less1,never,1,0,0,0,1,never,Medium_Acceptance
8621,Home,Alone,Sunny,80,6PM,Bar,2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,1~3,4~8,4~8,0,0,1,1,0,1~3,Medium_High_Acceptance
8083,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Married partner,1,Some college - no degree,Education&Training&Library,$50000 - $62499,less1,never,4~8,1~3,less1,1,0,0,1,1,never,Low_Acceptance
1274,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,never,never,less1,1~3,less1,0,0,0,0,0,never,High_Acceptance
12140,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,1,0,1,0,1,1~3,Medium_Low_Acceptance
388,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Student,$100000 or More,1~3,never,1~3,1~3,4~8,0,0,0,0,0,never,Medium_High_Acceptance
8831,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,0,0,0,1,0,4~8,Low_Acceptance
5653,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,31,Single,1,Bachelors degree,Production Occupations,$37500 - $49999,less1,less1,4~8,1~3,less1,0,0,0,0,0,less1,Medium_High_Acceptance
7426,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,less1,4~8,1~3,never,0,0,0,0,0,less1,Medium_Acceptance
10287,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,0,1,1,less1,Low_Acceptance
4795,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,1,0,1,2,less1,Medium_High_Acceptance
3694,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,26,Unmarried partner,0,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never,1,0,0,1,1,1~3,Medium_Acceptance
3208,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,0,1,less1,Medium_Acceptance
12134,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,0,0,0,1,0,1~3,Medium_Low_Acceptance
11322,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Single,1,Bachelors degree,Food Preparation & Serving Related,$12500 - $24999,never,1~3,4~8,less1,less1,0,0,0,1,0,less1,Medium_Acceptance
11976,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,0,0,0,0,0,less1,Medium_Low_Acceptance
4284,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$12500 - $24999,1~3,4~8,4~8,4~8,never,1,0,0,1,1,4~8,Low_Acceptance
3239,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,1,0,0,1,1,1~3,High_Acceptance
3149,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,1~3,1~3,1~3,4~8,less1,1,0,0,1,1,1~3,Medium_Acceptance
6284,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,1~3,0,0,0,1,0,less1,Medium_Acceptance
4804,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,1,0,1,2,less1,Medium_High_Acceptance
2168,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Student,$100000 or More,4~8,gt8,4~8,gt8,1~3,1,0,0,1,1,gt8,Medium_High_Acceptance
12501,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,26,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$50000 - $62499,1~3,never,4~8,4~8,less1,0,0,1,0,0,less1,Medium_High_Acceptance
11249,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,less1,less1,less1,less1,0,0,1,0,0,less1,Medium_Low_Acceptance
987,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,less1,less1,1~3,4~8,less1,0,0,1,1,0,1~3,High_Acceptance
5655,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,31,Single,1,Bachelors degree,Production Occupations,$37500 - $49999,less1,less1,4~8,1~3,less1,1,0,0,0,1,1~3,Medium_High_Acceptance
5492,Home,Alone,Sunny,80,10PM,Bar,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,never,less1,less1,less1,never,1,0,1,0,1,never,Medium_Acceptance
4954,Home,Alone,Sunny,80,10PM,Bar,1d,Male,31,Single,0,High School Graduate,Production Occupations,$25000 - $37499,1~3,never,4~8,1~3,less1,1,0,1,0,1,1~3,Medium_High_Acceptance
4302,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$12500 - $24999,1~3,4~8,4~8,4~8,never,1,1,0,1,2,4~8,Low_Acceptance
9759,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,never,less1,4~8,1~3,1~3,1,0,0,0,1,1~3,Low_Acceptance
8291,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,21,Single,0,Associates degree,Computer & Mathematical,$37500 - $49999,never,less1,1~3,less1,less1,0,0,0,1,0,less1,Medium_Acceptance
7373,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$87500 - $99999,never,1~3,1~3,1~3,less1,1,0,0,0,1,less1,Medium_High_Acceptance
9988,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,36,Divorced,1,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,less1,never,1,0,0,1,1,less1,Medium_Low_Acceptance
11488,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,41,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$87500 - $99999,1~3,1~3,4~8,4~8,1~3,1,0,0,0,1,1~3,Low_Acceptance
12449,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,1~3,1,0,1,1,1,1~3,Medium_Low_Acceptance
3403,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Married partner,0,Some college - no degree,Protective Service,$37500 - $49999,never,less1,gt8,gt8,1~3,1,0,0,0,1,less1,High_Acceptance
12173,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0,0,0,0,0,gt8,Medium_Low_Acceptance
1770,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,4~8,1~3,4~8,4~8,1~3,1,0,0,1,1,4~8,Medium_High_Acceptance
5886,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,never,never,4~8,gt8,4~8,0,0,1,1,0,gt8,Medium_Acceptance
3739,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,less1,less1,1~3,less1,1~3,1,0,0,1,1,less1,Medium_Acceptance
878,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,26,Unmarried partner,0,Associates degree,Community & Social Services,$50000 - $62499,never,1~3,1~3,1~3,less1,0,0,0,1,0,1~3,Low_Acceptance
8593,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never,0,0,0,1,0,less1,Low_Acceptance
5660,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Single,1,Bachelors degree,Production Occupations,$37500 - $49999,less1,less1,4~8,1~3,less1,0,0,1,0,0,less1,Medium_High_Acceptance
9745,Work,Alone,Sunny,30,7AM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,1,0,1,never,Medium_Low_Acceptance
1926,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,31,Single,0,Bachelors degree,Transportation & Material Moving,$25000 - $37499,less1,1~3,4~8,gt8,less1,1,0,0,1,1,gt8,Medium_High_Acceptance
6438,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,26,Single,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,1~3,never,1~3,1~3,1~3,1,1,0,1,2,1~3,Medium_High_Acceptance
8137,Home,Alone,Rainy,55,10PM,Coffee House,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,4~8,never,gt8,1~3,never,0,0,1,0,0,never,Medium_High_Acceptance
12489,No Urgent Place,Partner,Snowy,30,10AM,Restaurant(<20),1d,Female,26,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$50000 - $62499,1~3,never,4~8,4~8,less1,0,0,0,1,0,4~8,Medium_High_Acceptance
9788,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,4~8,never,gt8,4~8,never,1,0,0,0,1,never,Medium_High_Acceptance
433,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,0,1,1~3,Medium_Acceptance
3481,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,41,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,never,4~8,1~3,less1,1,0,0,1,1,1~3,Medium_Low_Acceptance
740,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,41,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,never,never,4~8,1~3,less1,0,0,1,0,0,4~8,Medium_Low_Acceptance
11287,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,1~3,1~3,less1,1,0,1,1,1,1~3,Medium_High_Acceptance
11234,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,less1,less1,less1,less1,0,0,0,0,0,less1,Medium_Low_Acceptance
9932,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Female,21,Single,0,Bachelors degree,Business & Financial,$50000 - $62499,less1,gt8,gt8,gt8,4~8,0,0,1,1,0,4~8,Medium_Acceptance
2687,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,41,Divorced,1,Some college - no degree,Transportation & Material Moving,$50000 - $62499,less1,less1,1~3,1~3,1~3,0,0,1,1,0,1~3,Medium_High_Acceptance
5228,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,1~3,4~8,4~8,less1,0,0,1,0,0,4~8,Low_Acceptance
835,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Bachelors degree,Retired,$87500 - $99999,never,never,less1,1~3,less1,1,0,0,1,1,1~3,Low_Acceptance
